Category,Count,ATC,ATC_A,ATC_B,ATC_C,ATC_D,ATC_G,ATC_H,ATC_J,ATC_L,ATC_M,ATC_P,ATC_R,ATC_S,ATC_V,statin,ezetimibe,pcsk9,fibrate,bas,niacin,n3fa,glm,insulin,arb,anticoag,diuretic,ccb,bb,antiplatelet,acei,thr,anti_ht
dovonex 50micrograms/g ointment,118,D05AX02,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
dovonex scalp solution,105,D05AX02,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
doxadura 1mg tablet,27,C02CA04,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
doxatet 100mg tablet,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doxazosin,6668,C02CA04,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
doxepin,39,N06AA12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doxycycline,528,J01AA02|A01AB22,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
doxylar 100mg capsule,2,J01AA02,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
doxylar 50mg capsule,1,J01AA02,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
dozic 1mg/ml oral liquid,1,N05AD01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dramamine 50mg tablet,1,R06AA11,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
driclor dusting powder,1,D11AA,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
driclor roll-on application,5,D11AA,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
dried yeast 300mg tablet,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dristan nasal spray,1,N02BE51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dromadol sr 100mg m/r tablet,8,N02AX02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dromadol sr 150mg m/r tablet,1,N02AX02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dromoran 1.5mg tablet,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drospirenone,5,G03AC10,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
droxalin tablet,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duac once daily gel,23,D10AF51,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
dulcodos tablet,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dulco-lax 2.5mg perles,38,A06AB08,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dulco-lax 5mg e/c tablet,93,A06AB02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dulco-lax 5mg paediatric suppository,2,A06AB02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duloxetine,525,N06AX21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duo-autohaler inhaler,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duovent inhaler,8,R03AL01,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
duphalac solution,1,A06AD11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duphaston 10mg tablet,34,G03DB01,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
durogesic 100micrograms/hour patch,12,N02AB03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
durogesic 25micrograms/hour patch,31,N02AB03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
durogesic 50micrograms/hour patch,19,N02AB03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
durogesic 75micrograms/hour patch,16,N02AB03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duromine 15mg m/r capsule,1,A08AA01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
durophet 7.5mg m/r capsule,1,N06BA0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dutasteride,453,G04CB02,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
dyazide tablet,60,C03EA01,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
dydrogesterone,29,G03DB01,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
dymotil tablet,2,A07DA01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dytide capsule,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e45 cream,418,D02AC,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
e45 emollient bath oil,15,D02A,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
e45 itch relief cream,6,D04AX,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
e45 lotion,18,D02AC,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
earex ear drops,2,N02BA03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
easyhaler salbutamol 100mcg breath-actuated dry powder inh,93,R03AC02,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
ebixa 10mg tablet,1,N06DX01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eccoxolac 300mg capsule,33,M01AB08,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
econac 100mg suppository,1,M01AB05,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
econac sr 75mg tablet,4,M01AB05,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
econacort cream,2,M01AB05,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
econazole,4,G01AF05,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ecostatin cream,2,G01AF05,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
eczederm cream,4,D07XA01,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
eczederm+hydrocortisone cream,35,D07XA01,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
edronax 4mg tablet,7,N06AX18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
efalizumab,4,L04AA21,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
efamast 40mg capsule,1,D11AX02,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
efavirenz,72,J05AG03,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
efcortelan 0.5% cream,54,D07AA02,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
efexor 37.5mg tablet,249,N06AX16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
effercitrate soluble tablet,10,A12BA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
effico tonic,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eflornithine,9,P01CX03,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
eflornitine 11.5% cream,13,D11AX16,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
eformoterol,11,R03AC13,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
efudix cream,73,L01BC02,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
elantan 10 tablet,33,C01DA14,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
electrolade product,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eletriptan,30,N02CC06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elidel 1% cream,18,D11AH02,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
elidel 10mg/g cream,2,D11AH02,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
elleste duet conti tablet,1059,G03FA01,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
elleste-solo 1mg tablet,914,G03CA03,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
elleste-solo mx 40 patch,92,G03CA03,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
elocon cream,351,D07AC13,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
eltroxin 25micrograms tablet,127,H03AA01,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
emadine 0.05% eye drops,3,S01GX06,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
emblon 10mg tablet,1,L02BA01,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
emcor 10mg tablet,6,C07AB07,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
emedastine,3,S01GX06,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
emepronium bromide,1,G04BD01,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
emflex 60mg capsule,6,M01AB11,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
emmolate bath oil,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emollient product,38,D02,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
emtricitabine,88,J05AF09,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
emulsiderm emollient emulsion,10,D02A,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
emulsiderm emollient lotion,10,D02A,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
emulsifying ointment bp,82,D09A,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
emulsifying soap,3,D02AX,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
enalapril,4138,C09AA02,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
enalapril maleate+hydrochlorothiazide 20mg/12.5mg tablet,140,C09BA02,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,
enlive,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enoxaparin,17,B01AB05,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
entacapone,62,N04BX02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enterosan tablet,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entocort 2mg/100ml enema,2,R03BA02,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
entocort cr 3mg m/r capsule,17,A07EA06,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entrocalm 2mg capsule,1,A07DA03,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entrolax 5mg e/c tablet,1,A06AB02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
epaderm ointment,330,D,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
epanutin 25mg capsule,356,N03AB02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ephedrine,12,C01CA26|R01AA03|R01AB05|R03CA02|S01FB02,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
ephedrine hydrochloride+theophylline 11mg/120mg tablet,2,S01FB02,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
epifrin 1% eye drops,1,S01EA01,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
epilim 100mg crushable tablet,881,N03AG01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
epimaz 100mg tablet,1,N03AF01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
epinephrine,56,A01AD01|B02BC09|C01CA24|R01AA14|R03AA01|S01EA01,1,1,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
epivir 150mg tablet,5,J05AF05,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
epivir 300mg tablet,5,J05AF05,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
eplerenone,102,C03DA04,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
epoetin alfa,7,B03XA01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
epoetin alfa product,2,B03XA01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
epoetin beta,12,B03XA01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
epogam 40 capsule,1,D11AX02,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
eprex 4000iu/1ml injection,9,B03XA01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eprosartan,305,C09CA02,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
eptastatin,4,C10AA03,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
equasym 5mg tablet,1,N06BA04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ergocalciferol 7.5mg(300,000units)/1ml injection",10,A11CC01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ergocalciferol product,46,A11CC01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ergotamine,3,N02CA02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ergotamine tartrate+caffeine 1mg/100mg tablet,2,N02CA02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eryacne 2 topical gel,1,S01AA17,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
eryacne 4 topical gel,2,S01AA17,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
erymax 250mg e/c granules in capsule,1,S01AA17,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
erythrocin 1g infusion (pdr for recon),1,S01AA17,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
erythrocin 250mg tablet,11,J01FA01,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
erythrocin 500mg tablet,2,S01AA17,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
erythromid 250mg e/c tablet,1,S01AA17,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
erythromid ds 500mg e/c tablet,1,S01AA17,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
erythromycin,385,D10AF02|J01FA01|S01AA17,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,
erythromycin product,37,D10AF02|J01FA01|S01AA17,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,
erythromycin+tretinoin 4%/0.025% topical solution,1,D10AF02|J01FA01|S01AA17,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,
erythromycin+zinc acetate 40mg/12mg/ml topical solution,8,D10AF52,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
erythroped a 500mg tablet,7,J01FA01,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
erythropoietin product,15,B03XA01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
escitalopram,960,N06AB10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eserine,1,V03AB19,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
esomeprazole,1879,A02BC05,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
estracombi tts patch,96,G03CA03,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
estraderm mx 25 patch,778,G03CA03,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
estradiol product,1071,G03CA,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
estradiol+norethisterone acetate 1mg/0.5mg tablet,43,G03FA01,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
estradot 25micrograms patch,118,G03CA03,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
estramustine,1,L01XX11,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
estrapak 50micrograms/1mg patch+tablet,3,G03CA03,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
estring 2mg(7.5micrograms/24hours) vaginal ring,34,G03CA03,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
estriol product,284,G03CA04,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
estropipate,8,G03CA07,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
estrovis 4mg tablet,6,N05BA01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
etamsylate,5,B02BX01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ethambutolol,13,J04AK02,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
ethamsylate,1,B02BX01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ethinylestradiol,21,G03CA01|L02AA03,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
ethinylestradiol product,10,G03CA01|L02AA03,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
ethinylestradiol+desogestrel 20mcg/150mcg tablet,1,G03CA01|L02AA03,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
ethinylestradiol+drospirenone 30micrograms/3mg tablet,7,G03CA01|L02AA03,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
ethinylestradiol+levonorgestrel 30mcg/150mcg tablet,3,G03CA01|L02AA03,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
ethinylestradiol+norethisterone acetate 20mcg/1mg tablet,3,G03CA01|L02AA03,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
ethinylnortestosterone,2,G03DC02,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ethinyloestradiol,9,L02AA03,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
ethinyloestradiol product,4,L02AA03,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
ethinyloestradiol+gestodene 20micrograms/75micrograms tablet,1,G03CA01|L02AA03,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
ethinyloestradiol+levonorgestrel 30mcg/150mcg tablet,1,G03CA01|L02AA03,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
ethinyloestradiol+norethisterone acetate 20mcg/1mg tablet,1,G03CA01|L02AA03,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
ethosuximide,12,N03AD01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
etidronate disodium,11,M05BA01,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
etodolac,395,M01AB08,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
etonogestrel,14,G03AC08,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
etoposide,2,L01CB01,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
etoricoxib,468,M01AH05,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
etynodiol diacetate,3,G03DC06,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
eucardic 3.125 tablet,1,C07AG02,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
eucerin 10% cream,19,D02A,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
eucerin 10% lotion,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eugynon 30 tablet,4,G03AA07,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
eumobase cream,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eumovate 0.1% eye drops 5ml,3,D07AB01,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
eumovate cream,565,D07AB01,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
eumovate eye drops,1,D07AB01,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
eumydrin 0.6% solution,1,"	
A03BB02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eurax cream,27,D04AX,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
eurax hc cream,11,D04AX,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
eurax lotion,2,D04AX,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
evacalm 2mg tablet,15,N05BA01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evening primrose oil,8104,D11AX02,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
evening primrose oil 20% cream,18,D11AX02,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
evening primrose oil product,1133,D11AX02,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
evista 60mg tablet,147,G03XC01,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
evorel 25 patch,837,G03CA03,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
evorel conti patch,625,G03FA01,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
evoxin 10mg tablet,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evra transdermal patch,9,G03AA13,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
exe-cort hydrocortisone 1% cream,40,S02BA01,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
exelderm cream,2,D01AC09 ,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
exelon 1.5mg capsule,5,N06DA03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exemestane,239,L02BG06,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
exirel 200micrograms inhaler,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exocin 0.3% eye drops,4,S02AA16,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
exorex lotion,89,D05AA,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
expulin dry cough linctus,1,R05DA08,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
eye-crom aqueous eye drops,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ezetimibe,3242,C10AX09,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
ezetrol 10mg tablet,1006,C10AX09,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
famciclovir,10,S01AD07|J05AB09,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,
famotidine,24,A02BA03,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
famvir 250mg tablet,1,S01AD07,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
famvir 750mg tablet,2,S01AD07,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
fansidar tablet,1,P01BD51,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
fasigyn 500mg tablet,1,P01AB02,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
faslodex 50mg/ml solution for injection 5ml p/f syringe,5,L02BA03,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
faverin 50mg tablet,3,N06AB08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe-cap folic capsule,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fefol spansule,1,B03AD,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fefol-vit spansule,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
felbinac,33,M02AA08,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
feldene 0.5% gel,26,M02AA07,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
feldene 10mg capsule,21,M01AC01,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
felendil xl 5mg m/r tablet,117,C08CA02,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
felodipine,4783,C08CA02,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
felodipine+ramipril,51,C09BB05,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,
felogen xl 5mg m/r tablet,25,C08CA02,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
felotens xl 5mg m/r tablet,58,C08CA02,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
femapak 40 patch+tablet,27,G03FA14,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
femara 2.5mg tablet,114,L02BG04,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
fematrix 40 patch,65,G03CA03,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
femerital tablet,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
femeron cream,1,G01AF04,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
femeron soft pessary,2,G01AF04,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
femigraine tablet,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feminax tablet,30,N02AA79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
femodene tablet,75,G03AA10,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
femodette tablet,47,G03AA10,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
femoston 1/10 tablet,861,G03FB08,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
femseven 50 patch,221,G03CA03,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
femtab 1mg tablet,1,G03FB09,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
femtab continuous tablet,2,G03FB09,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
femtab sequi tablet,6,G03FB09,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
femulen tablet,389,G03DC06,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
fenactol 25mg e/c tablet,38,M01AB05,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
fenbid 300mg spansule,1,R02AX02,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
fenbid 5% gel,33,M02AA13,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
fenbid forte 10% gel,13,R02AX02,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
fenbufen,2,M01AE05,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
fenofibrate,781,C10AB05,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,
fenogal 200mg capsule,1,C10AB05,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,
fenopraine,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fenoprofen,3,M01AE04,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
fenopron 300mg tablet,3,M01AE04,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
fenostil retard 2.5mg m/r tablet,2,D04AA13,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
fenoterol+ipratropium 100micrograms/40micrograms inhaler,7,R03AL01,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
fenox 0.5% nasal spray,5,R01AA04,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
fentamox 10 tablet,1,L02BA01,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
fentanyl,129,N01AH01|N02AB03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fentanyl product,86,N01AH01|N02AB03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fentazin 2mg tablet,6,N05AB03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fenticonazole,2,G01AF12,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
feospan 150mg spansule,6,B03AA07,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feospan-z m/r capsule,1,B03AA07,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feredetate na 27.5mg/5ml elixir,2,B03AB03,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferfolic sv tablet,1,B03AE10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feroglobin b12 syrup,9,B03AE03,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferrograd 325mg filmtab,84,B03AA02,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferrograd folic filmtab,19,B03AD03,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferrograd-c filmtab,18,A11JB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferromyn 100mg tablet,1,B03AA06,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
